Source ID,Media URL
001AN16001004,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001004/full/max/0/default.jpg
001AN16001006,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001006/full/max/0/default.jpg
001AN16001007,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001007/full/max/0/default.jpg
001AN16001008,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001008/full/max/0/default.jpg
001AN16001009,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001009/full/max/0/default.jpg
001AN16001010,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001010/full/max/0/default.jpg
001AN16001011,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001011/full/max/0/default.jpg
001AN16001012,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001012/full/max/0/default.jpg
001AN16001013,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN16001013/full/max/0/default.jpg
001AN24001003,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN24001003/full/max/0/default.jpg
001AN25001001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN25001001/full/max/0/default.jpg
001AN25001002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN25001002/full/max/0/default.jpg
001AN25001003,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN25001003/full/max/0/default.jpg
001AN29001001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN29001001/full/max/0/default.jpg
001AN29001002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN29001002/full/max/0/default.jpg
001AN29001003,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN29001003/full/max/0/default.jpg
001AN29001004,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN29001004/full/max/0/default.jpg
001AN30001001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN30001001/full/max/0/default.jpg
001AN31001001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN31001001/full/max/0/default.jpg
001AN31001002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN31001002/full/max/0/default.jpg
001AN32001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001AN32001/full/max/0/default.jpg
001ANV022001,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022001/full/max/0/default.jpg
001ANV022002,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022002/full/max/0/default.jpg
001ANV022003,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022003/full/max/0/default.jpg
001ANV022004,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022004/full/max/0/default.jpg
001ANV022005,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022005/full/max/0/default.jpg
001ANV022006,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022006/full/max/0/default.jpg
001ANV022007,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022007/full/max/0/default.jpg
001ANV022008,
001ANV022009,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022009/full/max/0/default.jpg
001ANV022010,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022010/full/max/0/default.jpg
001ANV022011,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022011/full/max/0/default.jpg
001ANV022012,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022012/full/max/0/default.jpg
001ANV022013,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022013/full/max/0/default.jpg
001ANV022014,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022014/full/max/0/default.jpg
001ANV022015,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022015/full/max/0/default.jpg
001ANV022016,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022016/full/max/0/default.jpg
001ANV022017,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022017/full/max/0/default.jpg
001ANV022018,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022018/full/max/0/default.jpg
001ANV022019,https://imaginerio-images.s3.us-east-1.amazonaws.com/iiif/001ANV022019/full/max/0/default.jpg
